Coluna;CBO Ocupação 2002
Município;PRODUTOR DA CULTURA DE DENDE;PRODUTOR DA CULTURA DE GIRASSOL;PRODUTOR DA CULTURA DE MAMONA;PRODUTOR DA CULTURA DE SOJA;TRABALHADOR NA CULTURA DE DENDE;TRABALHADOR NA CULTURA DE MAMONA;TRABALHADOR NA CULTURA DE SOJA;TRABALHADOR NA CULTURA DO GIRASSOL;Total
SP-CERQUEIRA CESAR;0;0;0;0;0;0;0;0;0
SP-CERQUILHO;0;0;0;0;0;0;0;0;0
SP-CESARIO LANGE;0;0;0;0;0;0;0;0;0
SP-CHARQUEADA;0;0;0;0;0;0;0;0;0
SP-CLEMENTINA;0;0;0;0;0;0;0;0;0
SP-COLINA;0;0;0;0;0;0;0;0;0
SP-COLOMBIA;0;0;0;0;0;0;0;0;0
SP-CONCHAL;0;0;0;0;0;0;0;0;0
SP-CONCHAS;0;0;0;0;0;0;0;0;0
SP-CORDEIROPOLIS;0;0;0;0;0;0;0;0;0
SP-COROADOS;0;0;0;0;0;0;0;0;0
SP-CORONEL MACEDO;0;0;0;0;0;0;0;0;0
SP-CORUMBATAI;0;0;0;0;0;0;0;0;0
SP-COSMOPOLIS;0;0;0;0;0;0;0;0;0
SP-COSMORAMA;0;0;0;0;0;0;0;0;0
SP-COTIA;0;0;0;0;0;0;0;0;0
SP-CRAVINHOS;0;0;0;0;0;0;0;0;0
SP-CRISTAIS PAULISTA;0;0;0;0;0;0;0;0;0
SP-CRUZALIA;0;0;0;0;0;0;20533,0299999989;0;20533,0299999989
SP-CRUZEIRO;0;0;0;0;0;0;0;0;0
SP-CUBATAO;0;0;0;0;0;0;0;0;0
SP-CUNHA;0;0;0;0;0;0;0;0;0
SP-DESCALVADO;0;0;0;0;0;0;0;0;0
SP-DIADEMA;0;0;0;0;0;0;0;0;0
SP-DIRCE REIS;0;0;0;0;0;0;0;0;0
SP-DIVINOLANDIA;0;0;0;0;0;0;0;0;0
SP-DOBRADA;0;0;0;0;0;0;0;0;0
SP-DOIS CORREGOS;0;0;0;0;0;0;0;0;0
SP-DOLCINOPOLIS;0;0;0;0;0;0;0;0;0
SP-DOURADO;0;0;0;0;0;0;0;0;0
SP-DRACENA;0;0;0;0;0;0;0;0;0
SP-DUARTINA;0;0;0;0;0;0;0;0;0
SP-DUMONT;0;0;0;0;0;0;0;0;0
SP-ECHAPORA;0;0;0;0;0;0;0;0;0
SP-ELDORADO;0;0;0;0;0;0;0;0;0
SP-ELIAS FAUSTO;0;0;0;0;0;0;0;0;0
SP-ELISIARIO;0;0;0;0;0;0;0;0;0
SP-EMBAUBA;0;0;0;0;0;0;0;0;0
SP-EMBU DAS ARTES;0;0;0;0;0;0;0;0;0
SP-EMBU-GUACU;0;0;0;0;0;0;0;0;0
SP-EMILIANOPOLIS;0;0;0;0;0;0;0;0;0
SP-ENGENHEIRO COELHO;0;0;0;0;0;0;0;0;0
SP-ESPIRITO SANTO DO PINHAL;0;0;0;0;0;0;0;0;0
SP-ESPIRITO SANTO DO TURVO;0;0;0;0;0;0;0;0;0
SP-ESTRELA D OESTE;0;0;0;0;0;0;0;0;0
SP-ESTRELA DO NORTE;0;0;0;0;0;0;0;0;0
SP-EUCLIDES DA CUNHA PAULISTA;0;0;0;0;0;0;0;0;0
SP-FARTURA;0;0;0;0;0;0;315,75;0;315,75
SP-FERNANDOPOLIS;0;0;0;0;0;0;0;0;0
SP-FERNANDO PRESTES;0;0;0;0;0;0;0;0;0
SP-FERNAO;0;0;0;0;0;0;0;0;0
SP-FERRAZ DE VASCONCELOS;0;0;0;0;0;0;0;0;0
SP-FLORA RICA;0;0;0;0;0;0;0;0;0
SP-FLOREAL;0;0;0;0;0;0;0;0;0
SP-FLORIDA PAULISTA;0;0;0;0;0;0;0;0;0
SP-FLORINIA;0;0;0;0;0;0;3310,62000000011;0;3310,62000000011
SP-FRANCA;0;0;0;0;0;0;0;0;0
SP-FRANCISCO MORATO;0;0;0;0;0;0;0;0;0
SP-FRANCO DA ROCHA;0;0;0;0;0;0;0;0;0
SP-GABRIEL MONTEIRO;0;0;0;0;0;0;0;0;0
SP-GALIA;0;0;0;0;0;0;0;0;0
SP-GARCA;0;0;0;0;0;0;0;0;0
SP-GASTAO VIDIGAL;0;0;0;0;0;0;0;0;0
SP-GAVIAO PEIXOTO;0;0;0;0;0;0;0;0;0
SP-GENERAL SALGADO;0;0;0;0;0;0;0;0;0
SP-GETULINA;0;0;0;0;0;0;0;0;0
SP-GLICERIO;0;0;0;0;0;0;0;0;0
SP-GUAICARA;0;0;0;0;0;0;0;0;0
SP-GUAIMBE;0;0;0;0;0;0;0;0;0
SP-GUAIRA;0;0;0;0;0;0;15722,3799999999;0;15722,3799999999
SP-GUAPIACU;0;0;0;0;0;0;0;0;0
SP-GUAPIARA;0;0;0;0;0;0;0;0;0
SP-GUARA;0;0;0;0;0;0;0;0;0
SP-GUARACAI;0;0;0;0;0;0;0;0;0
SP-GUARACI;0;0;0;0;0;0;0;0;0
SP-GUARANI D OESTE;0;0;0;0;0;0;0;0;0
SP-GUARANTA;0;0;0;0;0;0;0;0;0
SP-GUARARAPES;0;0;0;0;0;0;0;0;0
SP-GUARAREMA;0;0;0;0;0;0;0;0;0
SP-GUARATINGUETA;0;0;0;0;0;0;0;0;0
SP-GUAREI;0;0;0;0;0;0;0;0;0
SP-GUARIBA;0;0;0;0;0;0;0;0;0
SP-GUARUJA;0;0;0;0;0;0;0;0;0
SP-GUARULHOS;0;0;0;0;0;0;0;0;0
SP-GUATAPARA;0;0;0;0;0;0;0;0;0
SP-GUZOLANDIA;0;0;0;0;0;0;0;0;0
SP-HERCULANDIA;0;0;0;0;0;1642,67000000039;0;0;1642,67000000039
SP-HOLAMBRA;0;0;0;0;0;0;0;0;0
SP-HORTOLANDIA;0;0;0;0;0;0;0;0;0
SP-IACANGA;0;0;0;0;0;0;0;0;0
SP-IACRI;0;0;0;0;0;0;0;0;0
SP-IARAS;0;0;0;0;0;0;0;0;0
SP-IBATE;0;0;0;0;0;0;0;0;0
SP-IBIRA;0;0;0;0;0;0;0;0;0
SP-IBIRAREMA;0;0;0;0;0;0;865;0;865
SP-IBITINGA;0;0;0;0;0;0;0;0;0
SP-IBIUNA;0;0;0;0;0;0;0;0;0
SP-ICEM;0;0;0;0;0;0;1487,72999999952;0;1487,72999999952
SP-IEPE;0;0;0;0;0;0;3027,15999999968;0;3027,15999999968
SP-IGARACU DO TIETE;0;0;0;0;0;0;0;0;0
SP-IGARAPAVA;0;0;0;0;0;0;0;0;0
SP-IGARATA;0;0;0;0;0;0;0;0;0
SP-IGUAPE;0;0;0;0;0;0;0;0;0
SP-ILHABELA;0;0;0;0;0;0;0;0;0
SP-ILHA COMPRIDA;0;0;0;0;0;0;0;0;0
SP-ILHA SOLTEIRA;0;0;0;0;0;0;0;0;0
SP-INDAIATUBA;0;0;0;0;0;0;0;0;0
SP-INDIANA;0;0;0;0;0;0;0;0;0
SP-INDIAPORA;0;0;0;0;0;0;0;0;0
SP-INUBIA PAULISTA;0;0;0;0;0;0;0;0;0
SP-IPAUSSU;0;0;0;0;0;0;0;0;0
SP-IPERO;0;0;0;0;0;0;0;0;0
SP-IPEUNA;0;0;0;0;0;0;0;0;0
SP-IPIGUA;0;0;0;0;0;0;0;0;0
SP-IPORANGA;0;0;0;0;0;0;0;0;0
SP-IPUA;0;0;0;0;0;0;1546,12999999989;0;1546,12999999989
SP-IRACEMAPOLIS;0;0;0;0;0;0;0;0;0
SP-IRAPUA;0;0;0;0;0;0;0;0;0
SP-IRAPURU;0;0;0;0;0;0;0;0;0
SP-ITABERA;0;0;0;0;0;0;614,280000000261;0;614,280000000261
SP-ITAI;0;0;0;0;0;0;18139,7699999996;0;18139,7699999996
SP-ITAJOBI;0;0;0;0;0;0;0;0;0
SP-ITAJU;0;0;0;0;1261,41000000015;0;0;0;1261,41000000015
SP-ITANHAEM;0;0;0;0;0;0;0;0;0
SP-ITAOCA;0;0;0;0;0;0;0;0;0
SP-ITAPECERICA DA SERRA;0;0;0;0;0;0;0;0;0
SP-ITAPETININGA;0;0;0;0;0;0;0;0;0
SP-ITAPEVA;0;0;0;0;0;0;0;0;0
SP-ITAPEVI;0;0;0;0;0;0;0;0;0
SP-ITAPIRA;0;0;0;0;0;0;0;0;0
SP-ITAPIRAPUA PAULISTA;0;0;0;0;0;0;0;0;0
SP-ITAPOLIS;0;0;0;0;0;0;356,10999999987;0;356,10999999987
SP-ITAPORANGA;0;0;0;0;0;0;0;0;0
SP-ITAPUI;0;0;0;0;0;0;0;0;0
SP-ITAPURA;0;0;0;0;0;0;0;0;0
SP-ITAQUAQUECETUBA;0;0;0;0;0;0;0;0;0
SP-ITARARE;0;0;0;0;0;0;0;0;0
SP-ITARIRI;0;0;0;0;0;0;0;0;0
SP-ITATIBA;0;0;0;0;0;0;0;0;0
SP-ITATINGA;0;0;0;0;0;0;0;0;0
SP-ITIRAPINA;0;0;0;0;0;0;0;0;0
SP-ITIRAPUA;0;0;0;0;0;0;0;0;0
SP-ITOBI;0;0;0;0;0;0;0;0;0
SP-ITU;0;0;0;0;0;0;0;0;0
SP-ITUPEVA;0;0;0;0;0;0;0;0;0
SP-ITUVERAVA;0;0;0;0;0;0;0;0;0
SP-JABORANDI;0;0;0;0;0;0;0;0;0
SP-JABOTICABAL;0;0;0;0;0;0;0;0;0
SP-JACAREI;0;0;0;0;0;0;0;0;0
SP-JACI;0;0;0;0;0;0;0;0;0
SP-JACUPIRANGA;0;0;0;0;0;0;0;0;0
SP-JAGUARIUNA;0;0;0;0;0;0;0;0;0
SP-JALES;0;0;0;0;0;0;0;0;0
SP-JAMBEIRO;0;0;0;0;0;0;0;0;0
SP-JANDIRA;0;0;0;0;0;0;0;0;0
SP-JARDINOPOLIS;0;0;0;0;0;0;0;0;0
SP-JARINU;0;0;0;0;0;0;0;0;0
SP-JAU;0;0;0;0;0;0;0;0;0
SP-JERIQUARA;0;0;0;0;0;0;0;0;0
SP-JOANOPOLIS;0;0;0;0;0;0;0;0;0
SP-JOAO RAMALHO;0;0;0;0;0;0;0;0;0
SP-JOSE BONIFACIO;0;0;0;0;0;0;0;0;0
SP-JULIO MESQUITA;0;0;0;0;0;0;0;0;0
SP-JUMIRIM;0;0;0;0;0;0;0;0;0
SP-JUNDIAI;0;0;0;0;0;0;1332,74000000022;0;1332,74000000022
SP-JUNQUEIROPOLIS;0;0;0;0;0;0;0;0;0
SP-JUQUIA;0;0;0;0;0;0;0;0;0
SP-JUQUITIBA;0;0;0;0;0;0;0;0;0
SP-LAGOINHA;0;0;0;0;0;0;0;0;0
SP-LARANJAL PAULISTA;0;0;0;0;0;0;0;0;0
SP-LAVINIA;0;0;0;0;0;0;0;0;0
SP-LAVRINHAS;0;0;0;0;0;0;0;0;0
SP-LEME;0;0;0;0;0;0;0;0;0
SP-LENCOIS PAULISTA;0;0;0;0;0;0;0;0;0
SP-LIMEIRA;0;0;0;0;0;0;0;0;0
SP-LINDOIA;0;0;0;0;0;0;0;0;0
SP-LINS;0;0;0;0;0;0;0;0;0
SP-LORENA;0;0;0;0;0;0;0;0;0
SP-LOURDES;0;0;0;0;0;0;0;0;0
SP-LOUVEIRA;0;0;0;0;0;0;0;0;0
SP-LUCELIA;0;0;0;0;0;0;0;0;0
SP-LUCIANOPOLIS;0;0;0;0;0;0;0;0;0
SP-LUIS ANTONIO;0;0;0;0;0;0;0;0;0
SP-LUIZIANIA;0;0;0;0;0;0;0;0;0
SP-LUPERCIO;0;0;0;0;0;0;0;0;0
SP-LUTECIA;0;0;0;0;0;0;1946,75000000093;0;1946,75000000093
SP-MACATUBA;0;0;0;0;0;0;0;0;0
SP-MACAUBAL;0;0;0;0;0;0;0;0;0
SP-MACEDONIA;0;0;0;0;0;0;0;0;0
SP-MAGDA;0;0;0;0;0;0;0;0;0
SP-MAIRINQUE;0;0;0;0;0;0;0;0;0
SP-MAIRIPORA;0;0;0;0;0;0;0;0;0
SP-MANDURI;0;0;0;0;0;0;0;0;0
SP-MARABA PAULISTA;0;0;0;0;0;0;0;0;0
SP-MARACAI;0;0;0;0;0;0;34345,4700000011;0;34345,4700000011
SP-MARAPOAMA;0;0;0;0;0;0;0;0;0
SP-MARIAPOLIS;0;0;0;0;0;0;0;0;0
SP-MARILIA;0;0;0;0;0;0;0;0;0
SP-MARINOPOLIS;0;0;0;0;0;0;0;0;0
SP-MARTINOPOLIS;0;0;0;0;0;0;827,150000000373;0;827,150000000373
SP-MATAO;0;0;0;0;0;0;0;0;0
SP-MAUA;0;0;0;0;0;0;0;0;0
SP-MENDONCA;0;0;0;0;0;0;0;0;0
SP-MERIDIANO;0;0;0;0;0;0;0;0;0
SP-MESOPOLIS;0;0;0;0;0;0;0;0;0
SP-MIGUELOPOLIS;0;0;0;0;0;0;7419,20000000019;0;7419,20000000019
SP-MINEIROS DO TIETE;0;0;0;0;0;0;0;0;0
SP-MIRACATU;0;0;0;0;0;0;0;0;0
SP-MIRA ESTRELA;0;0;0;0;0;0;0;0;0
SP-MIRANDOPOLIS;0;0;0;0;0;0;0;0;0
SP-MIRANTE DO PARANAPANEMA;0;0;0;0;0;0;0;0;0
SP-MIRASSOL;0;0;0;0;0;0;0;0;0
SP-MIRASSOLANDIA;0;0;0;0;0;0;0;0;0
SP-MOCOCA;0;0;0;0;0;0;0;0;0
SP-MOGI DAS CRUZES;0;0;0;0;0;0;0;0;0
SP-MOGI GUACU;0;0;0;0;0;0;6087,45000000158;0;6087,45000000158
SP-MOGI MIRIM;0;0;0;0;0;0;0;0;0
SP-MOMBUCA;0;0;0;0;0;0;0;0;0
SP-MONCOES;0;0;0;0;0;0;0;0;0
SP-MONGAGUA;0;0;0;0;0;0;0;0;0
SP-MONTE ALEGRE DO SUL;0;0;0;0;0;0;0;0;0
SP-MONTE ALTO;0;0;0;0;0;0;0;0;0
SP-MONTE APRAZIVEL;0;0;0;0;0;0;0;0;0
SP-MONTE AZUL PAULISTA;0;0;0;0;0;0;0;0;0
SP-MONTE CASTELO;0;0;0;0;0;0;0;0;0
SP-MONTEIRO LOBATO;0;0;0;0;0;0;0;0;0
SP-MONTE MOR;0;0;0;0;0;0;0;0;0
SP-MORRO AGUDO;0;0;0;0;0;0;1048,5700000003;0;1048,5700000003
SP-MORUNGABA;0;0;0;0;0;0;0;0;0
SP-MOTUCA;0;0;0;0;0;0;0;0;0
SP-MURUTINGA DO SUL;0;0;0;0;0;0;0;0;0
SP-NANTES;0;0;0;0;0;0;0;0;0
SP-NARANDIBA;0;0;0;0;0;0;0;0;0
SP-NATIVIDADE DA SERRA;0;0;0;0;0;0;0;0;0
SP-NAZARE PAULISTA;0;0;0;0;0;0;0;0;0
SP-NEVES PAULISTA;0;0;0;0;0;0;0;0;0
SP-NHANDEARA;0;0;0;0;0;0;0;0;0
SP-NIPOA;0;0;0;0;0;0;0;0;0
SP-NOVA ALIANCA;0;0;0;0;0;0;0;0;0
SP-NOVA CAMPINA;0;0;0;0;0;0;0;0;0
SP-NOVA CANAA PAULISTA;0;0;0;0;0;0;0;0;0
SP-NOVA CASTILHO;0;0;0;0;0;0;0;0;0
SP-NOVA EUROPA;0;0;0;0;0;0;0;0;0
SP-NOVA GRANADA;0;0;0;0;0;0;0;0;0
SP-NOVA GUATAPORANGA;0;0;0;0;0;0;0;0;0
SP-NOVA INDEPENDENCIA;0;0;0;0;0;0;0;0;0
SP-NOVAIS;0;0;0;0;0;0;0;0;0
SP-NOVA LUZITANIA;0;0;0;0;0;0;0;0;0
SP-NOVA ODESSA;0;0;0;0;0;0;0;0;0
SP-NOVO HORIZONTE;0;0;0;0;0;0;0;0;0
SP-NUPORANGA;0;0;0;0;0;0;0;0;0
SP-OCAUCU;0;0;0;0;0;0;0;0;0
SP-OLEO;0;0;0;0;0;0;0;0;0
SP-OLIMPIA;0;0;0;0;0;0;0;0;0
SP-ONDA VERDE;0;0;0;0;0;0;0;0;0
SP-ORIENTE;0;0;0;0;0;0;0;0;0
SP-ORINDIUVA;0;0;0;0;0;0;0;0;0
SP-ORLANDIA;0;0;0;0;0;0;0;0;0
SP-OSASCO;0;0;0;0;0;0;0;0;0
SP-OSCAR BRESSANE;0;0;0;0;0;0;0;0;0
SP-OSVALDO CRUZ;0;0;0;0;0;0;0;0;0
SP-OURINHOS;0;0;0;0;0;0;0;0;0
SP-OUROESTE;0;0;0;0;0;0;0;0;0
SP-OURO VERDE;0;0;0;0;0;0;0;0;0
SP-PACAEMBU;0;0;0;0;0;0;0;0;0
SP-PALESTINA;0;0;0;0;0;0;0;0;0
SP-PALMARES PAULISTA;0;0;0;0;0;0;0;0;0
SP-PALMEIRA D OESTE;0;0;0;0;0;0;0;0;0
SP-PALMITAL;0;0;0;0;0;0;7276,16999999899;0;7276,16999999899
SP-PANORAMA;0;0;0;0;0;0;0;0;0
SP-PARAGUACU PAULISTA;0;0;0;0;0;0;0;0;0
SP-PARAIBUNA;0;0;0;0;0;0;0;0;0
SP-PARAISO;0;0;0;0;0;0;0;0;0
SP-PARANAPANEMA;0;0;0;0;0;0;0;0;0
SP-PARANAPUA;0;0;0;0;0;0;0;0;0
SP-PARAPUA;0;0;0;0;0;0;0;0;0
SP-PARDINHO;0;0;0;0;0;0;0;0;0
SP-PARIQUERA-ACU;0;0;0;0;0;0;0;0;0
SP-PARISI;0;0;0;0;0;0;0;0;0
SP-PATROCINIO PAULISTA;0;0;0;0;0;0;0;0;0
SP-PAULICEIA;0;0;0;0;0;0;0;0;0
SP-PAULINIA;0;0;0;0;0;0;0;0;0
SP-PAULISTANIA;0;0;0;0;0;0;0;0;0
SP-PAULO DE FARIA;0;0;0;0;0;0;0;0;0
SP-PEDERNEIRAS;0;0;0;0;0;0;0;0;0
SP-PEDRA BELA;0;0;0;0;0;0;0;0;0
SP-PEDRANOPOLIS;0;0;0;0;0;0;0;0;0
SP-PEDREGULHO;0;0;0;0;0;0;2791,93999999994;0;2791,93999999994
SP-PEDREIRA;0;0;0;0;0;0;0;0;0
SP-PEDRINHAS PAULISTA;0;0;0;0;0;0;570,160000000149;0;570,160000000149
SP-PEDRO DE TOLEDO;0;0;0;0;0;0;0;0;0
SP-PENAPOLIS;0;0;0;0;0;0;3188,33000000007;0;3188,33000000007
SP-PEREIRA BARRETO;0;0;0;0;0;0;0;0;0
SP-PEREIRAS;0;0;0;0;0;0;0;0;0
SP-PERUIBE;0;0;0;0;0;0;0;0;0
SP-PIACATU;0;0;0;0;0;0;0;0;0
SP-PIEDADE;0;0;0;0;0;0;0;0;0
SP-PILAR DO SUL;0;0;0;0;0;0;310,910000000149;0;310,910000000149
SP-PINDAMONHANGABA;0;0;0;0;0;0;0;0;0
SP-PINDORAMA;0;0;0;0;0;0;0;0;0
SP-PINHALZINHO;0;0;0;0;0;0;0;0;0
SP-PIQUEROBI;0;0;0;0;0;0;0;0;0
SP-PIQUETE;0;0;0;0;0;0;0;0;0
SP-PIRACAIA;0;0;0;0;0;0;0;0;0
SP-PIRACICABA;0;0;0;0;0;0;0;0;0
SP-PIRAJU;0;0;0;0;0;0;0;0;0
SP-PIRAJUI;0;0;0;0;0;0;0;0;0
SP-PIRANGI;0;0;0;0;0;0;0;0;0
SP-PIRAPORA DO BOM JESUS;0;0;0;0;0;0;0;0;0
SP-PIRAPOZINHO;0;0;0;0;0;0;637,780000000261;0;637,780000000261
SP-PIRASSUNUNGA;0;0;0;0;0;0;0;0;0
SP-PIRATININGA;0;0;0;0;0;0;0;0;0
SP-PITANGUEIRAS;0;0;0;0;0;0;0;0;0
SP-PLANALTO;0;0;0;0;0;0;420,509999999776;0;420,509999999776
SP-PLATINA;0;0;0;0;0;0;2457,77999999933;0;2457,77999999933
SP-POA;0;0;0;0;0;0;0;0;0
SP-POLONI;0;0;0;0;0;0;0;0;0
SP-POMPEIA;0;0;0;0;0;0;0;0;0
SP-PONGAI;0;0;0;0;0;0;0;0;0
SP-PONTAL;0;0;0;0;0;0;0;0;0
SP-PONTALINDA;0;0;0;0;0;0;0;0;0
SP-PONTES GESTAL;0;0;0;0;0;0;0;0;0
SP-POPULINA;0;0;0;0;0;0;0;0;0
SP-PORANGABA;0;0;0;0;0;0;0;0;0
SP-PORTO FELIZ;0;0;0;0;0;0;0;0;0
SP-PORTO FERREIRA;0;0;0;0;0;0;0;0;0
SP-POTIM;0;0;0;0;0;0;0;0;0
SP-POTIRENDABA;0;0;0;0;0;0;0;0;0
SP-PRACINHA;0;0;0;0;0;0;0;0;0
SP-PRADOPOLIS;0;0;0;0;0;0;0;0;0
SP-PRAIA GRANDE;0;0;0;0;0;0;0;0;0
SP-PRATANIA;0;0;0;0;0;0;0;0;0
SP-PRESIDENTE ALVES;0;0;0;0;0;0;0;0;0
SP-PRESIDENTE BERNARDES;0;0;0;0;0;0;0;0;0
SP-PRESIDENTE EPITACIO;0;0;0;0;0;0;0;0;0
SP-PRESIDENTE PRUDENTE;0;0;0;0;0;0;0;0;0
SP-PRESIDENTE VENCESLAU;0;0;0;0;0;0;0;0;0
SP-PROMISSAO;0;0;802,969999999739;0;0;0;0;0;802,969999999739
SP-QUADRA;0;0;0;0;0;0;0;0;0
SP-QUATA;0;0;0;0;0;0;0;0;0
SP-QUEIROZ;0;0;0;0;0;0;0;0;0
SP-QUELUZ;0;0;0;0;0;0;0;0;0
SP-QUINTANA;0;0;0;0;0;0;0;0;0
SP-RAFARD;0;0;0;0;0;0;0;0;0
SP-RANCHARIA;0;0;0;0;0;0;0;0;0
SP-REDENCAO DA SERRA;0;0;0;0;0;0;0;0;0
SP-REGENTE FEIJO;0;0;0;0;0;0;0;0;0
SP-REGINOPOLIS;0;0;0;0;0;0;0;0;0
SP-REGISTRO;0;0;0;0;0;0;0;0;0
SP-RESTINGA;0;0;0;0;0;0;1126,15000000037;0;1126,15000000037
SP-RIBEIRA;0;0;0;0;0;0;0;0;0
SP-RIBEIRAO BONITO;0;0;0;0;0;0;0;0;0
SP-RIBEIRAO BRANCO;0;0;0;0;0;0;0;0;0
SP-RIBEIRAO CORRENTE;0;0;0;0;0;0;361,35999999987;0;361,35999999987
SP-RIBEIRAO DO SUL;0;0;0;0;0;0;905,890000000596;0;905,890000000596
SP-RIBEIRAO DOS INDIOS;0;0;0;0;0;0;0;0;0
SP-RIBEIRAO GRANDE;0;0;0;0;0;0;0;0;0
SP-RIBEIRAO PIRES;0;0;0;0;0;0;0;0;0
SP-RIBEIRAO PRETO;0;0;0;0;0;0;1387,16999999993;0;1387,16999999993
SP-RIVERSUL;0;0;0;0;0;0;0;0;0
SP-RIFAINA;0;0;0;0;0;0;0;0;0
SP-RINCAO;0;0;0;0;0;0;0;0;0
SP-RINOPOLIS;0;0;0;0;0;0;0;0;0
SP-RIO CLARO;0;0;0;0;0;0;0;0;0
SP-RIO DAS PEDRAS;0;0;0;0;0;0;0;0;0
SP-RIO GRANDE DA SERRA;0;0;0;0;0;0;0;0;0
SP-RIOLANDIA;0;0;0;417,560000000056;0;0;0;0;417,560000000056
SP-ROSANA;0;0;0;0;0;0;0;0;0
SP-ROSEIRA;0;0;0;0;0;0;0;0;0
SP-RUBIACEA;0;0;0;0;0;0;0;0;0
SP-RUBINEIA;0;0;0;0;0;0;0;0;0
SP-SABINO;0;0;0;0;0;0;0;0;0
SP-SAGRES;0;0;0;0;0;0;0;0;0
SP-SALES;0;0;0;0;0;0;0;0;0
SP-SALES OLIVEIRA;0;0;0;0;0;0;0;0;0
SP-SALESOPOLIS;0;0;0;0;0;0;0;0;0
SP-SALMOURAO;0;0;0;0;0;0;0;0;0
SP-SALTINHO;0;0;0;0;0;0;0;0;0
SP-SALTO;0;0;0;0;0;0;0;0;0
SP-SALTO DE PIRAPORA;0;0;0;0;0;0;0;0;0
SP-SALTO GRANDE;0;0;0;0;0;0;0;0;0
SP-SANDOVALINA;0;0;0;0;0;0;0;0;0
SP-SANTA ADELIA;0;0;0;0;0;0;0;0;0
SP-SANTA ALBERTINA;0;0;0;0;0;0;0;0;0
SP-SANTA BARBARA D OESTE;0;0;0;0;0;0;0;0;0
SP-SANTA BRANCA;0;0;0;0;0;0;0;0;0
SP-SANTA CLARA D OESTE;0;0;0;0;0;0;0;0;0
SP-SANTA CRUZ DA CONCEICAO;0;0;0;0;0;0;0;0;0
SP-SANTA CRUZ DA ESPERANCA;0;0;0;0;0;0;0;0;0
SP-SANTA CRUZ DAS PALMEIRAS;0;0;0;0;0;0;2844,30000000028;0;2844,30000000028
SP-SANTA CRUZ DO RIO PARDO;0;0;0;0;0;0;0;0;0
SP-SANTA ERNESTINA;0;0;0;0;0;0;0;0;0
SP-SANTA FE DO SUL;0;0;0;0;0;0;0;0;0
SP-SANTA GERTRUDES;0;0;0;0;0;0;0;0;0
SP-SANTA ISABEL;0;0;0;0;0;0;0;0;0
SP-SANTA LUCIA;0;0;0;0;0;0;0;0;0
SP-SANTA MARIA DA SERRA;0;0;0;0;0;0;0;0;0
SP-SANTA MERCEDES;0;0;0;0;0;0;0;0;0
SP-SANTANA DA PONTE PENSA;0;0;0;0;0;0;0;0;0
SP-SANTANA DE PARNAIBA;0;0;0;0;0;0;0;0;0
SP-SANTA RITA D OESTE;0;0;0;0;0;0;0;0;0
SP-SANTA RITA DO PASSA QUATRO;0;0;0;0;0;0;0;0;0
SP-SANTA ROSA DE VITERBO;0;0;0;0;0;0;0;0;0
SP-SANTA SALETE;0;0;0;0;0;0;0;0;0
SP-SANTO ANASTACIO;0;0;0;0;0;0;0;0;0
SP-SANTO ANDRE;0;0;0;0;0;0;0;0;0
SP-SANTO ANTONIO DA ALEGRIA;0;0;0;0;0;0;0;0;0
SP-SANTO ANTONIO DE POSSE;0;0;0;0;0;0;0;0;0
SP-SANTO ANTONIO DO ARACANGUA;0;0;0;0;0;0;0;0;0
SP-SANTO ANTONIO DO JARDIM;0;0;0;0;0;0;0;0;0
SP-SANTO ANTONIO DO PINHAL;0;0;0;0;0;0;0;0;0
SP-SANTO EXPEDITO;0;0;0;0;0;0;0;0;0
SP-SANTOPOLIS DO AGUAPEI;0;0;0;0;0;0;0;0;0
SP-SANTOS;0;0;0;0;0;0;0;0;0
SP-SAO BENTO DO SAPUCAI;0;0;0;0;0;0;0;0;0
SP-SAO BERNARDO DO CAMPO;0;0;0;0;0;0;0;0;0
SP-SAO CAETANO DO SUL;0;0;0;0;0;0;0;0;0
SP-SAO CARLOS;0;0;0;0;0;0;0;0;0
SP-SAO FRANCISCO;0;0;0;0;0;0;0;0;0
SP-SAO JOAO DA BOA VISTA;0;0;0;0;0;0;2503,94000000041;0;2503,94000000041
SP-SAO JOAO DAS DUAS PONTES;0;0;0;0;0;0;0;0;0
SP-SAO JOAO DE IRACEMA;0;0;0;0;0;0;0;0;0
SP-SAO JOAO DO PAU D ALHO;0;0;0;0;0;0;0;0;0
SP-SAO JOAQUIM DA BARRA;0;0;0;0;0;0;11500,4200000009;0;11500,4200000009
SP-SAO JOSE DA BELA VISTA;0;0;0;0;0;0;0;0;0
SP-SAO JOSE DO BARREIRO;0;0;0;0;0;0;0;0;0
SP-SAO JOSE DO RIO PARDO;0;0;0;0;0;0;0;0;0
SP-SAO JOSE DO RIO PRETO;0;0;0;0;0;0;0;0;0
SP-SAO JOSE DOS CAMPOS;0;0;0;0;0;0;0;0;0
SP-SAO LOURENCO DA SERRA;0;0;0;0;0;0;0;0;0
SP-SAO LUIS DO PARAITINGA;0;0;0;0;0;0;0;0;0
SP-SAO MANUEL;0;0;0;0;0;0;390;0;390
SP-SAO MIGUEL ARCANJO;0;0;0;0;0;0;0;0;0
SP-SAO PAULO;0;0;0;415,64000000013;0;0;6546,88000000035;0;6962,52000000048
SP-SAO PEDRO;0;0;0;0;0;0;0;0;0
